"status_type","status_published","num_comments","num_shares","num_likes","num_loves","num_wows","num_hahas","num_sads","num_angrys","dow","moy","pos_emo_int","neg_emo_int"
"photo",2018-04-03 13:35:00,0,0,5,0,0,0,0,0,2,4,0,0
"photo",2018-04-03 09:22:00,0,0,9,2,0,0,0,0,2,4,0,0
"photo",2018-04-03 08:23:00,0,0,14,0,0,0,2,0,2,4,0,0
"photo",2018-04-02 11:17:00,0,0,9,1,0,0,0,0,1,4,0,0
"photo",2018-04-02 08:20:00,4,0,11,0,0,0,0,0,1,4,44,0
"photo",2018-04-02 01:52:00,34,1,112,0,0,0,0,0,1,4,3808,0
"photo",2018-04-02 01:35:00,4,1,49,1,0,0,0,0,1,4,200,0
"photo",2018-04-01 11:09:00,3,0,10,0,0,0,0,0,7,4,30,0
"photo",2018-04-01 01:11:00,0,0,16,2,0,0,0,0,7,4,0,0
"status",2018-03-31 08:16:00,45,0,143,4,3,0,0,0,6,3,6615,0
"photo",2018-03-30 09:15:00,2,0,12,0,0,0,0,0,5,3,24,0
"photo",2018-03-30 07:23:00,0,0,74,0,0,0,0,0,5,3,0,0
"photo",2018-03-30 06:14:00,4,0,26,1,0,0,0,0,5,3,108,0
"photo",2018-03-29 10:42:00,0,0,9,0,0,0,0,0,4,3,0,0
"photo",2018-03-29 09:40:00,1,0,11,0,0,0,0,0,4,3,11,0
"photo",2018-03-29 02:42:00,1,0,18,0,0,0,0,0,4,3,18,0
"photo",2018-03-28 23:36:00,4,0,10,2,0,0,3,0,3,3,48,12
"photo",2018-03-28 23:29:00,1,0,4,0,0,0,1,0,3,3,4,1
"photo",2018-03-28 08:39:00,3,0,94,1,0,0,1,0,3,3,285,3
"photo",2018-03-28 04:03:00,1,0,6,0,0,0,0,0,3,3,6,0
"photo",2018-03-28 02:53:00,5,0,10,0,0,0,0,0,3,3,50,0
"video",2018-03-27 23:38:00,2360,200,295,128,4,13,1,1,2,3,998280,4720
"photo",2018-03-27 22:34:00,0,0,12,0,0,0,0,0,2,3,0,0
"photo",2018-03-27 10:32:00,6,0,132,3,1,0,0,0,2,3,810,0
"photo",2018-03-27 08:34:00,0,0,11,0,0,0,0,0,2,3,0,0
"photo",2018-03-26 03:43:00,2,0,11,0,0,0,0,0,1,3,22,0
"photo",2018-03-26 03:17:00,1,1,20,0,0,0,0,0,1,3,20,0
"video",2018-03-26 00:37:00,1233,158,296,70,2,3,0,0,1,3,451278,0
"photo",2018-03-25 08:15:00,2,1,85,2,0,0,0,0,7,3,174,0
"photo",2018-03-25 03:46:00,2,0,13,0,0,0,0,0,7,3,26,0
"photo",2018-03-25 02:34:00,15,2,72,0,0,0,0,0,7,3,1080,0
"photo",2018-03-25 01:53:00,9,2,111,0,0,0,0,0,7,3,999,0
"photo",2018-03-24 23:12:00,22,6,174,4,0,0,0,0,6,3,3916,0
"photo",2018-03-24 22:37:00,0,0,14,0,0,0,0,0,6,3,0,0
"photo",2018-03-24 08:45:00,25,2,121,5,1,0,0,0,6,3,3150,0
"photo",2018-03-24 03:33:00,0,0,40,0,0,0,0,0,6,3,0,0
"video",2018-03-24 00:19:00,3416,836,493,126,6,4,2,1,6,3,2114504,10248
"photo",2018-03-23 22:16:00,55,7,1011,13,2,0,0,0,5,3,56320,0
"photo",2018-03-23 08:35:00,0,0,12,1,0,0,0,0,5,3,0,0
"photo",2018-03-23 08:24:00,1,2,27,0,0,0,0,0,5,3,27,0
"photo",2018-03-23 08:24:00,0,0,4,0,0,0,0,0,5,3,0,0
"photo",2018-03-22 05:26:00,7,2,189,3,1,0,0,0,4,3,1344,0
"photo",2018-03-22 04:57:00,1,1,41,1,0,0,0,0,4,3,42,0
"video",2018-03-21 23:54:00,927,136,218,55,3,0,0,0,3,3,253071,0
"photo",2018-03-21 08:24:00,0,0,9,1,0,0,0,0,3,3,0,0
"photo",2018-03-21 04:14:00,10,3,134,0,3,1,0,0,3,3,1340,0
"photo",2018-03-21 00:25:00,0,0,12,0,0,0,0,0,3,3,0,0
"photo",2018-03-21 00:20:00,1,0,8,0,0,0,0,0,3,3,8,0
"video",2018-03-20 23:21:00,784,161,154,57,0,3,1,0,2,3,165424,784
"photo",2018-03-20 08:15:00,0,0,6,0,0,0,0,0,2,3,0,0
"photo",2018-03-20 02:57:00,0,1,36,2,0,0,0,0,2,3,0,0
"photo",2018-03-20 02:37:00,13,0,81,5,0,0,0,0,2,3,1118,0
"photo",2018-03-20 01:52:00,0,1,15,0,0,0,0,0,2,3,0,0
"photo",2018-03-20 01:50:00,0,2,13,0,0,0,0,0,2,3,0,0
"video",2018-03-19 23:46:00,1066,254,212,79,0,3,0,1,1,3,310206,1066
"photo",2018-03-19 10:09:00,0,0,6,0,0,0,0,0,1,3,0,0
"photo",2018-03-19 02:07:00,3,2,52,0,0,0,0,0,1,3,156,0
"photo",2018-03-19 00:42:00,13,2,79,0,0,0,0,0,1,3,1027,0
"photo",2018-03-18 23:40:00,1,3,25,1,0,0,0,0,7,3,26,0
"photo",2018-03-18 07:35:00,0,0,11,0,0,0,0,0,7,3,0,0
"photo",2018-03-18 03:39:00,0,0,14,0,0,0,0,0,7,3,0,0
"video",2018-03-18 02:00:00,892,187,205,57,1,0,0,0,7,3,233704,0
"photo",2018-03-18 01:06:00,25,0,1220,7,8,1,0,0,7,3,30675,0
"photo",2018-03-18 00:33:00,0,0,11,0,0,0,0,0,7,3,0,0
"photo",2018-03-17 03:22:00,9,0,41,0,0,0,0,0,6,3,369,0
"photo",2018-03-17 03:11:00,43,3,99,1,0,0,1,0,6,3,4300,43
"photo",2018-03-17 03:00:00,10,0,36,0,0,0,0,0,6,3,360,0
"photo",2018-03-17 02:43:00,8,0,37,0,1,0,0,0,6,3,296,0
"photo",2018-03-17 02:38:00,10,0,19,1,0,0,0,0,6,3,200,0
"photo",2018-03-17 02:19:00,31,0,60,0,0,0,0,0,6,3,1860,0
"photo",2018-03-17 02:00:00,7,0,26,0,0,0,0,0,6,3,182,0
"photo",2018-03-17 00:02:00,5,1,44,0,0,1,0,0,6,3,220,0
"photo",2018-03-16 22:40:00,40,0,83,0,0,0,0,0,5,3,3320,0
"photo",2018-03-16 22:31:00,0,0,6,0,0,0,0,0,5,3,0,0
"photo",2018-03-16 08:22:00,0,0,5,2,0,0,0,0,5,3,0,0
"photo",2018-03-16 05:22:00,0,0,7,0,0,0,0,0,5,3,0,0
"photo",2018-03-16 02:00:00,12,1,43,0,0,0,0,0,5,3,516,0
"video",2018-03-15 22:26:00,794,243,225,70,5,1,0,1,4,3,234230,794
"photo",2018-03-15 03:34:00,0,0,4,0,0,0,0,0,4,3,0,0
"photo",2018-03-15 00:59:00,5,0,16,0,0,0,0,0,4,3,80,0
"photo",2018-03-14 09:18:00,8,3,85,0,0,0,0,0,3,3,680,0
"photo",2018-03-14 09:09:00,2,3,45,0,0,0,0,0,3,3,90,0
"photo",2018-03-14 05:52:00,7,3,44,1,0,0,0,0,3,3,315,0
"video",2018-03-13 08:17:00,0,1,23,0,0,0,0,0,2,3,0,0
"photo",2018-03-13 02:05:00,2,1,29,0,0,0,0,0,2,3,58,0
"photo",2018-03-12 08:28:00,2,0,14,0,0,0,0,0,1,3,28,0
"photo",2018-03-12 05:24:00,7,0,59,2,0,0,0,0,1,3,427,0
"photo",2018-03-12 01:57:00,6,2,90,3,1,0,0,0,1,3,558,0
"photo",2018-03-12 01:23:00,15,2,309,4,3,0,0,0,1,3,4695,0
"photo",2018-03-11 23:19:00,5,1,168,1,0,7,0,0,7,3,845,0
"photo",2018-03-11 07:56:00,3,0,14,0,0,0,0,0,7,3,42,0
"photo",2018-03-10 09:41:00,25,2,93,1,0,0,0,0,6,3,2350,0
"photo",2018-03-10 04:51:00,61,2,98,0,0,0,0,0,6,3,5978,0
"photo",2018-03-10 03:24:00,3,2,14,0,0,0,0,0,6,3,42,0
"photo",2018-03-10 01:12:00,1,1,16,0,0,0,0,0,6,3,16,0
"video",2018-03-09 22:36:00,998,274,295,94,4,4,0,0,5,3,388222,0
"photo",2018-03-09 08:57:00,0,0,11,0,0,0,0,0,5,3,0,0
"photo",2018-03-09 04:02:00,0,0,10,0,0,0,0,0,5,3,0,0
"photo",2018-03-08 11:09:00,0,0,19,0,0,0,0,0,4,3,0,0
"photo",2018-03-08 02:30:00,16,21,830,35,7,1,0,0,4,3,13840,0
"photo",2018-03-08 00:33:00,4,0,21,0,0,0,1,0,4,3,84,4
"photo",2018-03-07 06:49:00,14,0,17,0,0,0,0,0,3,3,238,0
"status",2018-03-06 10:05:00,14,0,78,3,0,0,1,0,2,3,1134,14
"photo",2018-03-06 09:46:00,5,0,12,0,0,0,0,0,2,3,60,0
"photo",2018-03-06 05:29:00,31,0,252,14,5,0,1,0,2,3,8246,31
"video",2018-03-06 02:25:00,1328,231,345,133,2,5,0,1,2,3,634784,1328
"photo",2018-03-05 23:40:00,60,1,186,3,1,0,0,0,1,3,11340,0
"photo",2018-03-05 08:07:00,6,0,10,0,0,0,0,0,1,3,60,0
"photo",2018-03-05 05:40:00,51,28,1744,67,26,10,0,0,1,3,92361,0
"video",2018-03-05 02:05:00,1,26,154,0,12,0,0,0,1,3,154,0
"photo",2018-03-04 02:01:00,1,2,21,0,0,0,0,0,7,3,21,0
"photo",2018-03-03 21:14:00,2,28,172,0,0,40,2,0,6,3,344,4
"photo",2018-03-03 09:33:00,0,0,5,0,0,0,0,0,6,3,0,0
"photo",2018-03-03 08:19:00,7,2,102,0,1,0,0,0,6,3,714,0
"photo",2018-03-03 05:22:00,0,2,27,1,0,0,0,0,6,3,0,0
"photo",2018-03-02 23:33:00,0,0,8,0,0,0,0,0,5,3,0,0
"photo",2018-03-02 09:03:00,0,0,7,0,0,0,0,0,5,3,0,0
"photo",2018-03-02 06:42:00,3,0,78,3,1,0,0,0,5,3,243,0
"photo",2018-03-02 01:25:00,7,3,128,3,3,0,0,0,5,3,917,0
"photo",2018-03-01 07:15:00,0,0,10,0,0,0,0,0,4,3,0,0
"photo",2018-03-01 04:33:00,0,1,42,2,0,0,0,0,4,3,0,0
"photo",2018-03-01 03:57:00,8,1,313,3,1,0,0,0,4,3,2528,0
"photo",2018-03-01 00:13:00,44,5,138,2,0,0,0,0,4,3,6160,0
"photo",2018-02-28 07:50:00,0,0,11,0,0,0,0,0,3,2,0,0
"photo",2018-02-28 01:04:00,1,0,8,2,0,0,1,0,3,2,10,1
"photo",2018-02-28 00:49:00,1,0,36,0,0,0,0,0,3,2,36,0
"photo",2018-02-27 08:42:00,2,0,6,0,0,0,0,0,2,2,12,0
"photo",2018-02-27 07:41:00,1,2,32,1,0,0,0,0,2,2,33,0
"photo",2018-02-27 07:24:00,1,0,11,0,0,0,0,0,2,2,11,0
"photo",2018-02-27 06:19:00,21,1,105,1,1,0,0,0,2,2,2226,0
"photo",2018-02-26 23:18:00,0,2,92,3,0,0,0,0,1,2,0,0
"photo",2018-02-26 22:05:00,13,3,146,4,4,0,0,0,1,2,1950,0
"photo",2018-02-26 08:43:00,2,0,63,0,0,0,0,0,1,2,126,0
"photo",2018-02-26 08:39:00,2,1,111,1,0,0,0,0,1,2,224,0
"photo",2018-02-26 01:04:00,7,16,349,6,2,0,0,0,1,2,2485,0
"photo",2018-02-25 23:00:00,0,7,204,0,0,13,0,0,7,2,0,0
"photo",2018-02-25 11:19:00,8,0,60,0,0,0,0,0,7,2,480,0
"photo",2018-02-25 04:59:00,0,0,9,0,0,0,0,0,7,2,0,0
"photo",2018-02-25 03:21:00,28,0,88,0,0,0,0,0,7,2,2464,0
"photo",2018-02-25 02:30:00,13,3,1242,24,6,1,0,0,7,2,16458,0
"photo",2018-02-25 01:45:00,0,10,101,6,1,0,0,0,7,2,0,0
"photo",2018-02-24 03:49:00,1,0,7,0,0,0,0,0,6,2,7,0
"photo",2018-02-24 03:39:00,3,0,72,2,2,5,0,0,6,2,222,0
"photo",2018-02-24 02:03:00,63,5,936,9,10,0,0,0,6,2,59535,0
"photo",2018-02-24 00:33:00,0,1,25,0,0,0,0,0,6,2,0,0
"video",2018-02-23 22:23:00,1092,159,207,65,1,3,0,1,5,2,297024,1092
"photo",2018-02-23 08:06:00,0,0,6,0,0,0,0,0,5,2,0,0
"photo",2018-02-23 00:55:00,89,4,352,6,4,0,0,0,5,2,31862,0
"photo",2018-02-22 10:12:00,0,0,8,0,0,0,0,0,4,2,0,0
"photo",2018-02-22 10:12:00,0,0,10,0,0,0,0,0,4,2,0,0
"link",2018-02-22 08:25:00,0,52,161,1,2,1,0,0,4,2,0,0
"photo",2018-02-22 05:42:00,5,13,257,10,10,1,0,0,4,2,1335,0
"photo",2018-02-22 04:00:00,30,1,94,0,0,0,0,0,4,2,2820,0
"photo",2018-02-22 01:55:00,7,0,104,3,3,0,0,0,4,2,749,0
"video",2018-02-21 22:12:00,1043,149,195,65,16,3,0,1,3,2,271180,1043
"photo",2018-02-21 05:19:00,16,2,232,3,0,0,0,0,3,2,3760,0
"photo",2018-02-21 04:03:00,0,0,16,1,0,0,0,0,3,2,0,0
"photo",2018-02-21 03:05:00,14,1,89,3,0,0,0,0,3,2,1288,0
"photo",2018-02-21 01:03:00,0,1,12,0,0,0,0,0,3,2,0,0
"photo",2018-02-20 23:06:00,18,2,140,4,5,0,0,0,2,2,2592,0
"photo",2018-02-20 08:46:00,0,0,8,1,0,0,0,0,2,2,0,0
"photo",2018-02-20 02:45:00,60,4,364,13,6,1,0,0,2,2,22620,0
"photo",2018-02-19 09:55:00,2,0,17,1,0,0,0,0,1,2,36,0
"status",2018-02-19 03:39:00,3,1,72,0,0,0,0,0,1,2,216,0
"photo",2018-02-19 01:17:00,2,0,25,0,0,0,0,0,1,2,50,0
"photo",2018-02-18 08:10:00,0,0,11,0,0,0,0,0,7,2,0,0
"photo",2018-02-18 06:12:00,15,0,259,10,1,0,0,0,7,2,4035,0
"status",2018-02-17 21:55:00,18,14,604,2,3,0,0,0,6,2,10908,0
"photo",2018-02-17 21:39:00,4,32,216,1,0,24,0,0,6,2,868,0
"photo",2018-02-17 08:20:00,10,2,185,2,0,0,0,0,6,2,1870,0
"photo",2018-02-17 03:15:00,0,0,5,0,0,0,0,0,6,2,0,0
"video",2018-02-17 00:00:00,679,191,160,52,2,2,0,0,6,2,143948,0
"photo",2018-02-16 08:49:00,25,1,121,1,0,0,0,0,5,2,3050,0
"photo",2018-02-16 08:30:00,0,0,10,0,0,0,0,0,5,2,0,0
"photo",2018-02-16 03:50:00,1,0,9,0,0,0,0,0,5,2,9,0
"photo",2018-02-16 02:28:00,13,2,111,1,2,0,0,0,5,2,1456,0
"photo",2018-02-16 01:02:00,1,1,19,0,0,0,0,0,5,2,19,0
"video",2018-02-15 22:55:00,926,181,142,108,0,5,0,0,4,2,231500,0
"photo",2018-02-15 00:40:00,0,0,0,0,0,0,0,0,4,2,0,0
"video",2018-02-14 22:57:00,1121,334,191,51,0,0,1,0,3,2,271282,1121
"photo",2018-02-14 20:33:00,0,6,65,0,0,0,0,0,3,2,0,0
"photo",2018-02-14 06:47:00,0,1,5,0,0,0,0,0,3,2,0,0
"photo",2018-02-14 06:38:00,0,1,12,0,0,0,0,0,3,2,0,0
"photo",2018-02-13 23:33:00,32,7,222,7,1,0,0,0,2,2,7328,0
"photo",2018-02-13 08:33:00,1,1,11,1,0,0,0,0,2,2,12,0
"photo",2018-02-13 08:32:00,1,1,35,0,0,0,0,0,2,2,35,0
"photo",2018-02-13 08:25:00,20,3,122,2,0,0,0,0,2,2,2480,0
"photo",2018-02-13 07:56:00,1,1,5,0,0,0,0,0,2,2,5,0
"photo",2018-02-13 07:38:00,0,1,4,0,0,0,0,0,2,2,0,0
"photo",2018-02-13 03:59:00,19,2,148,1,0,0,0,0,2,2,2831,0
"photo",2018-02-13 02:00:00,1,1,24,0,0,0,0,0,2,2,24,0
"photo",2018-02-12 11:28:00,66,5,197,1,3,0,0,0,1,2,13068,0
"photo",2018-02-12 09:31:00,3,1,13,1,0,0,0,0,1,2,42,0
"photo",2018-02-12 08:07:00,1,1,50,0,1,0,0,0,1,2,50,0
"photo",2018-02-12 03:08:00,5,1,14,0,0,0,0,0,1,2,70,0
"status",2018-02-11 23:17:00,20,2,263,8,0,0,0,0,7,2,5420,0
"photo",2018-02-11 06:33:00,1,6,49,1,1,0,0,0,7,2,50,0
"photo",2018-02-11 05:23:00,2,26,54,1,0,3,0,0,7,2,110,0
"photo",2018-02-11 02:49:00,5,1,22,0,0,0,0,0,7,2,110,0
"photo",2018-02-11 02:28:00,16,1,223,4,1,0,0,0,7,2,3632,0
"photo",2018-02-10 08:54:00,1,0,12,0,0,0,0,0,6,2,12,0
"status",2018-02-10 08:19:00,7,1,169,17,0,0,0,0,6,2,1302,0
"photo",2018-02-10 04:20:00,2,0,15,0,0,0,0,0,6,2,30,0
"photo",2018-02-09 20:51:00,13,2,79,0,0,0,2,0,5,2,1027,26
"photo",2018-02-09 15:39:00,3,1,17,0,0,0,0,0,5,2,51,0
"photo",2018-02-09 05:18:00,1,0,9,0,0,0,1,0,5,2,9,1
"photo",2018-02-09 04:02:00,11,2,85,2,1,0,0,0,5,2,957,0
"photo",2018-02-08 23:46:00,54,5,238,3,0,0,0,0,4,2,13014,0
"photo",2018-02-08 09:35:00,0,1,83,0,0,0,0,0,4,2,0,0
"photo",2018-02-08 07:29:00,5,0,17,1,0,0,1,0,4,2,90,5
"photo",2018-02-08 04:17:00,1,1,35,0,0,0,0,0,4,2,35,0
"photo",2018-02-08 02:40:00,87,5,357,1,4,0,0,0,4,2,31146,0
"photo",2018-02-07 23:48:00,0,0,17,0,0,0,0,0,3,2,0,0
"video",2018-02-06 22:56:00,1000,114,230,67,0,3,0,0,2,2,297000,0
"photo",2018-02-06 04:57:00,14,1,66,0,0,0,0,0,2,2,924,0
"video",2018-02-05 23:53:00,3014,268,398,225,0,10,2,1,1,2,1877722,9042
"photo",2018-02-05 10:56:00,4,4,154,1,0,0,0,0,1,2,620,0
"photo",2018-02-05 10:34:00,119,6,219,1,3,0,0,0,1,2,26180,0
"photo",2018-02-05 08:40:00,3,0,25,1,0,0,0,0,1,2,78,0
"photo",2018-02-05 08:39:00,13,2,172,5,2,0,0,0,1,2,2301,0
"photo",2018-02-05 08:38:00,0,0,7,0,1,0,0,0,1,2,0,0
"photo",2018-02-05 00:31:00,1,0,24,0,0,0,0,0,1,2,24,0
"photo",2018-02-04 08:52:00,18,0,478,16,2,0,0,0,7,2,8892,0
"photo",2018-02-04 03:35:00,1,0,10,1,0,0,0,0,7,2,11,0
"photo",2018-02-04 03:33:00,0,0,8,0,0,0,0,0,7,2,0,0
"video",2018-02-03 23:36:00,505,73,150,24,0,3,0,0,6,2,87870,0
"photo",2018-02-03 22:41:00,6,0,498,18,3,0,0,0,6,2,3096,0
"video",2018-02-03 10:40:00,45,4,120,14,9,1,0,0,6,2,6030,0
"video",2018-02-03 00:35:00,330,46,98,16,0,0,3,0,6,2,37620,990
"video",2018-02-02 23:42:00,540,54,152,20,0,1,2,1,5,2,92880,1620
"video",2018-02-02 23:19:00,495,144,162,14,1,0,1,1,5,2,87120,990
"photo",2018-02-02 22:55:00,23,5,211,4,2,0,0,0,5,2,4945,0
"photo",2018-02-02 22:01:00,0,4,92,2,3,0,0,0,5,2,0,0
"photo",2018-02-02 09:53:00,1,0,6,0,0,0,0,0,5,2,6,0
"photo",2018-02-02 05:14:00,0,1,32,0,0,0,0,0,5,2,0,0
"photo",2018-02-02 01:17:00,3,0,17,1,0,0,0,0,5,2,54,0
"video",2018-02-01 23:10:00,944,93,184,37,0,1,0,1,4,2,208624,944
"video",2018-02-01 22:39:00,649,133,174,26,0,0,0,0,4,2,129800,0
"photo",2018-02-01 15:02:00,2,0,11,0,0,0,0,0,4,2,22,0
"photo",2018-01-31 02:49:00,0,0,20,0,0,0,0,0,3,1,0,0
"video",2018-01-31 00:20:00,1566,276,275,84,1,6,0,0,3,1,562194,0
"photo",2018-01-30 08:08:00,1,0,5,0,0,0,0,0,2,1,5,0
"photo",2018-01-30 06:51:00,4,0,24,0,0,0,2,0,2,1,96,8
"photo",2018-01-30 00:02:00,35,0,482,15,2,0,0,0,2,1,17395,0
"photo",2018-01-29 21:45:00,3,38,185,5,5,0,1,0,1,1,570,3
"status",2018-01-29 10:35:00,2,1,60,1,0,0,0,0,1,1,122,0
"photo",2018-01-29 07:16:00,0,0,16,0,0,0,0,0,1,1,0,0
"photo",2018-01-29 07:14:00,4,1,48,0,0,0,0,0,1,1,192,0
"photo",2018-01-29 06:03:00,2,0,2,0,0,0,0,0,1,1,4,0
"video",2018-01-29 03:09:00,1828,93,256,91,1,3,0,1,1,1,634316,1828
"photo",2018-01-28 04:04:00,0,0,13,0,0,0,0,0,7,1,0,0
"photo",2018-01-28 03:53:00,0,0,6,0,0,0,0,0,7,1,0,0
"photo",2018-01-27 05:21:00,0,0,22,0,0,0,0,0,6,1,0,0
"photo",2018-01-27 03:18:00,1,0,9,0,0,0,0,0,6,1,9,0
"photo",2018-01-26 05:23:00,2,0,3,0,0,0,0,0,5,1,6,0
"photo",2018-01-25 06:58:00,3,0,10,0,0,0,0,0,4,1,30,0
"video",2018-01-24 23:15:00,1491,231,306,61,2,1,0,0,3,1,547197,0
"photo",2018-01-24 02:31:00,0,0,7,0,0,0,0,0,3,1,0,0
"photo",2018-01-24 01:22:00,5,0,22,0,1,0,0,0,3,1,110,0
"video",2018-01-23 22:40:00,1086,157,252,58,3,2,0,0,2,1,336660,0
"photo",2018-01-23 04:54:00,1,0,10,0,0,0,0,0,2,1,10,0
"photo",2018-01-22 03:20:00,1,0,2,0,0,0,0,0,1,1,2,0
"photo",2018-01-22 00:15:00,0,0,8,0,0,0,0,0,1,1,0,0
"video",2018-01-21 22:52:00,1,1,79,3,0,0,0,0,7,1,82,0
"video",2018-01-21 22:50:00,508,89,92,44,0,1,0,0,7,1,69088,0
"photo",2018-01-21 12:46:00,1,0,2,0,0,0,0,0,7,1,2,0
"photo",2018-01-21 04:42:00,0,0,32,0,0,0,0,0,7,1,0,0
"video",2018-01-21 02:22:00,2099,208,258,43,2,2,1,1,7,1,631799,4198
"photo",2018-01-21 00:53:00,4,4,98,1,0,0,0,0,7,1,396,0
"photo",2018-01-21 00:24:00,8,0,84,1,0,0,0,0,7,1,680,0
"photo",2018-01-20 05:21:00,3,0,9,0,0,0,0,0,6,1,27,0
"video",2018-01-20 00:26:00,677,108,247,53,1,2,0,1,6,1,203100,677
"photo",2018-01-19 23:03:00,0,1,15,0,0,0,0,0,5,1,0,0
"photo",2018-01-19 01:06:00,4,0,15,0,0,0,0,0,5,1,60,0
"video",2018-01-18 22:59:00,1,1,134,1,0,0,0,0,4,1,135,0
"video",2018-01-18 22:58:00,657,56,129,41,0,0,0,0,4,1,111690,0
"photo",2018-01-18 07:06:00,0,0,3,0,0,0,0,0,4,1,0,0
"photo",2018-01-17 08:03:00,0,0,13,0,0,0,0,0,3,1,0,0
"photo",2018-01-17 00:56:00,1,0,14,1,0,0,0,0,3,1,15,0
"video",2018-01-16 22:38:00,517,86,193,36,1,0,0,0,2,1,118393,0
"photo",2018-01-16 03:08:00,0,0,9,0,0,0,0,0,2,1,0,0
"video",2018-01-16 01:07:00,1354,169,254,55,3,3,1,1,2,1,418386,2708
"photo",2018-01-15 21:32:00,60,6,225,8,0,0,0,0,1,1,13980,0
"photo",2018-01-15 08:23:00,1,0,10,0,0,0,0,0,1,1,10,0
"photo",2018-01-15 03:53:00,0,0,9,0,0,0,0,0,1,1,0,0
"photo",2018-01-14 03:50:00,15,5,313,0,3,0,0,0,7,1,4695,0
"photo",2018-01-14 03:12:00,1,0,8,0,0,0,0,0,7,1,8,0
"video",2018-01-14 01:27:00,1489,281,337,80,0,0,0,1,7,1,620913,1489
"photo",2018-01-13 01:48:00,6,0,9,0,0,0,0,0,6,1,54,0
"video",2018-01-13 00:11:00,2297,607,326,51,4,2,0,1,6,1,865969,2297
"photo",2018-01-12 22:25:00,0,0,10,0,0,0,0,0,5,1,0,0
"photo",2018-01-12 09:34:00,6,1,65,2,1,2,0,0,5,1,402,0
"video",2018-01-12 04:50:00,0,0,60,0,0,0,0,0,5,1,0,0
"video",2018-01-11 22:54:00,504,89,215,35,2,0,0,0,4,1,126000,0
"photo",2018-01-11 09:00:00,1,0,9,0,0,0,0,0,4,1,9,0
"photo",2018-01-11 04:37:00,0,0,10,0,0,0,0,0,4,1,0,0
"video",2018-01-11 03:14:00,583,72,223,53,2,0,0,0,4,1,160908,0
"photo",2018-01-10 22:14:00,4,2,15,0,0,0,0,0,3,1,60,0
"photo",2018-01-10 07:21:00,0,2,53,0,0,0,0,0,3,1,0,0
"photo",2018-01-10 04:17:00,0,6,37,0,0,0,0,0,3,1,0,0
"photo",2018-01-10 02:49:00,5,2,95,2,2,0,0,0,3,1,485,0
"photo",2018-01-10 02:12:00,1,1,10,0,0,0,0,0,3,1,10,0
"video",2018-01-10 01:03:00,516,73,211,52,3,0,1,0,3,1,135708,516
"photo",2018-01-09 07:13:00,7,1,7,1,0,0,1,0,2,1,56,7
"photo",2018-01-09 00:39:00,0,1,17,0,0,0,0,0,2,1,0,0
"video",2018-01-08 22:59:00,1158,120,276,103,3,0,2,0,1,1,438882,2316
"photo",2018-01-08 03:09:00,1,0,11,0,0,0,0,0,1,1,11,0
"video",2018-01-08 01:10:00,12003,856,516,94,4,8,2,0,1,1,7321830,24006
"photo",2018-01-07 22:03:00,3,15,150,3,1,0,0,0,7,1,459,0
"photo",2018-01-07 07:58:00,2,0,21,0,0,0,0,0,7,1,42,0
"photo",2018-01-06 07:46:00,3,0,10,0,0,0,0,0,6,1,30,0
"video",2018-01-05 23:15:00,7130,734,528,81,3,2,2,0,5,1,4342170,14260
"photo",2018-01-05 22:49:00,35,11,406,2,6,0,0,0,5,1,14280,0
"photo",2018-01-05 04:23:00,9,1,10,0,0,0,0,0,5,1,90,0
"video",2018-01-05 03:26:00,614,118,251,43,2,2,0,0,5,1,180516,0
"photo",2018-01-05 00:22:00,7,30,109,1,1,0,0,0,5,1,770,0
"photo",2018-01-04 04:04:00,6,0,17,0,0,0,2,0,4,1,102,12
"video",2018-01-03 23:21:00,869,71,258,51,0,0,0,2,3,1,268521,1738
"photo",2018-01-03 22:02:00,2,5,90,1,1,0,0,0,3,1,182,0
"photo",2018-01-03 04:15:00,2,1,12,0,0,0,0,0,3,1,24,0
"photo",2018-01-03 01:14:00,3,0,18,0,0,0,0,0,3,1,54,0
"video",2018-01-02 22:52:00,1215,74,269,41,4,2,1,0,2,1,376650,1215
"photo",2018-01-02 05:37:00,0,0,5,0,0,0,0,0,2,1,0,0
"photo",2018-01-02 00:15:00,0,0,7,0,0,0,0,0,2,1,0,0
"photo",2018-01-01 23:41:00,5,46,89,0,0,0,0,0,1,1,445,0
"video",2018-01-01 01:39:00,869,58,252,39,2,2,1,0,1,1,252879,869
"photo",2017-12-31 22:15:00,2,0,45,0,0,0,0,0,7,12,90,0
"photo",2017-12-31 05:45:00,0,1,15,0,0,0,0,0,7,12,0,0
"photo",2017-12-30 04:12:00,0,59,57,0,0,0,0,0,6,12,0,0
"photo",2017-12-30 03:21:00,5,1,67,3,4,0,0,0,6,12,350,0
"photo",2017-12-29 04:32:00,0,0,15,0,0,0,0,0,5,12,0,0
"photo",2017-12-28 22:53:00,1,36,62,1,0,0,0,0,4,12,63,0
"photo",2017-12-28 05:57:00,0,0,23,0,0,0,0,0,4,12,0,0
"photo",2017-12-27 21:25:00,2,59,60,0,0,0,0,0,3,12,120,0
"photo",2017-12-27 08:59:00,0,1,11,0,0,0,0,0,3,12,0,0
"photo",2017-12-27 06:37:00,2,2,102,0,3,0,0,0,3,12,204,0
"photo",2017-12-27 06:29:00,1,2,35,0,0,0,0,0,3,12,35,0
