"status_type","status_published","num_comments","num_shares","num_likes","dow","moy","pos_emo_int"
"video",2014-05-19 10:38:00,7,1,345,1,5,2415
"video",2014-05-08 10:22:00,7,0,156,4,5,1092
"video",2014-05-08 10:20:00,11,7,227,4,5,2497
"video",2014-05-08 04:44:00,40,4,748,4,5,29920
"video",2014-05-06 11:40:00,3,2,406,2,5,1218
"video",2014-05-06 05:30:00,36,5,548,2,5,19728
"photo",2014-05-05 01:05:00,0,0,156,1,5,0
"video",2014-05-04 01:20:00,14,2,641,7,5,8974
"photo",2014-05-01 22:23:00,1,0,14,4,5,14
"video",2014-05-01 10:44:00,13,1,489,4,5,6357
"video",2014-04-30 00:58:00,30,0,644,3,4,19320
"video",2014-04-29 09:26:00,12,1,187,2,4,2244
"video",2014-04-28 05:44:00,23,2,893,1,4,20539
"video",2014-04-27 14:40:00,18,8,406,7,4,7308
"video",2014-04-27 13:08:00,10,1,329,7,4,3290
"video",2014-04-26 23:32:00,15,0,507,6,4,7605
"photo",2014-04-26 08:55:00,8,0,188,6,4,1504
"video",2014-04-26 01:14:00,6,0,359,6,4,2154
"video",2014-04-26 00:00:00,14,1,525,6,4,7350
"video",2014-04-25 23:52:00,12,0,306,5,4,3672
"video",2014-04-25 23:33:00,20,4,615,5,4,12300
"video",2014-04-25 22:57:00,10,0,572,5,4,5720
"video",2014-04-25 09:45:00,0,1,110,5,4,0
"video",2014-04-25 04:36:00,10,1,742,5,4,7420
"video",2014-04-24 04:58:00,17,1,596,4,4,10132
"video",2014-04-24 03:14:00,31,2,1230,4,4,38130
"video",2014-04-23 05:10:00,24,3,758,3,4,18192
"video",2014-04-22 13:31:00,9,12,322,2,4,2898
"video",2014-04-22 06:10:00,22,6,924,2,4,20328
"photo",2014-04-22 05:43:00,16,1,537,2,4,8592
"video",2014-04-20 12:27:00,4,0,433,7,4,1732
"video",2014-04-18 05:32:00,17,11,442,5,4,7514
"video",2014-04-17 00:44:00,19,0,544,4,4,10336
"video",2014-04-15 23:55:00,10,2,699,2,4,6990
"video",2014-04-15 17:52:00,48,5,1442,2,4,69216
"video",2014-04-11 06:12:00,3,2,332,5,4,996
"video",2014-04-11 01:07:00,16,2,972,5,4,15552
"video",2014-03-28 08:07:00,18,0,330,5,3,5940
"video",2014-03-27 09:45:00,30,2,1325,4,3,39750
"video",2014-03-25 12:31:00,234,5,1923,2,3,449982
"video",2014-03-22 08:44:00,107,1,1467,6,3,156969
"video",2014-03-22 06:38:00,36,5,1989,6,3,71604
"video",2014-03-22 00:54:00,9,0,779,6,3,7011
"video",2014-03-21 23:26:00,9,0,626,5,3,5634
"video",2014-03-21 09:38:00,14,2,493,5,3,6902
"video",2014-03-18 05:19:00,64,33,2520,2,3,161280
"video",2014-03-16 09:41:00,10,0,273,7,3,2730
"video",2014-03-16 01:19:00,50,3,2613,7,3,130650
"video",2014-03-15 15:12:00,44,3,2137,6,3,94028
"video",2014-03-15 07:49:00,9,1,665,6,3,5985
"video",2014-03-15 05:40:00,77,12,3919,6,3,301763
"video",2014-03-14 05:59:00,61,6,4094,5,3,249734
"video",2014-03-13 02:20:00,48,7,2836,4,3,136128
"video",2014-03-12 01:09:00,5,1,562,3,3,2810
"video",2014-03-11 23:48:00,26,2,767,2,3,19942
"video",2014-03-11 05:12:00,9,1,722,2,3,6498
"link",2014-03-10 22:34:00,0,0,37,1,3,0
"video",2014-03-10 09:58:00,8,1,637,1,3,5096
"video",2014-03-10 08:56:00,13,1,1347,1,3,17511
"video",2014-03-10 08:49:00,5,0,922,1,3,4610
"video",2014-03-10 06:12:00,6,2,108,1,3,648
"video",2014-03-10 05:42:00,10,2,685,1,3,6850
"video",2014-03-10 04:06:00,4,0,450,1,3,1800
"video",2014-03-09 10:17:00,0,3,353,7,3,0
"video",2014-03-09 09:50:00,3,0,458,7,3,1374
"video",2014-03-09 02:14:00,23,2,2669,7,3,61387
"video",2014-03-08 23:22:00,3,1,371,6,3,1113
"video",2014-03-08 23:04:00,8,1,973,6,3,7784
"video",2014-03-08 10:16:00,24,2,778,6,3,18672
"video",2014-03-08 09:25:00,2,0,551,6,3,1102
"video",2014-03-08 08:36:00,4,0,501,6,3,2004
"video",2014-03-08 08:07:00,17,1,493,6,3,8381
"video",2014-03-07 23:42:00,7,1,306,5,3,2142
"video",2014-03-06 11:15:00,6,1,405,4,3,2430
"video",2014-03-06 06:32:00,8,0,497,4,3,3976
"video",2014-03-06 06:16:00,11,0,782,4,3,8602
"video",2014-03-06 05:51:00,7,0,367,4,3,2569
"video",2014-03-06 05:29:00,16,0,500,4,3,8000
"video",2014-03-06 05:15:00,9,2,426,4,3,3834
"video",2014-03-04 10:52:00,24,1,880,2,3,21120
"video",2014-03-04 10:45:00,28,0,716,2,3,20048
"video",2014-03-04 05:50:00,17,1,461,2,3,7837
"video",2014-03-04 03:17:00,6,0,244,2,3,1464
"video",2014-03-03 10:09:00,18,1,589,1,3,10602
"video",2014-03-02 23:38:00,6,0,321,7,3,1926
"video",2014-03-02 23:37:00,10,0,396,7,3,3960
"video",2014-03-02 13:40:00,5,0,350,7,3,1750
"photo",2014-03-02 06:52:00,5,0,164,7,3,820
"video",2014-03-02 01:42:00,20,0,718,7,3,14360
"video",2014-02-28 13:49:00,12,0,196,5,2,2352
"video",2014-02-28 05:55:00,25,1,849,5,2,21225
"video",2014-02-25 12:09:00,6,3,109,2,2,654
"video",2014-02-24 06:05:00,7,2,413,1,2,2891
"video",2014-02-23 08:52:00,16,0,395,7,2,6320
"video",2014-02-23 08:36:00,12,0,425,7,2,5100
"video",2014-02-23 08:16:00,8,0,688,7,2,5504
"video",2014-02-23 08:04:00,6,0,313,7,2,1878
"video",2014-02-23 05:26:00,34,4,399,7,2,13566
"video",2014-02-23 01:54:00,46,5,714,7,2,32844
"video",2014-02-22 23:42:00,17,3,576,6,2,9792
"video",2014-02-22 01:46:00,15,0,462,6,2,6930
"photo",2014-02-21 00:04:00,2,0,41,5,2,82
"video",2014-02-20 20:12:00,17,0,469,4,2,7973
"photo",2014-02-17 10:29:00,2,0,17,1,2,34
"photo",2014-02-17 10:24:00,0,0,6,1,2,0
"photo",2014-02-17 09:16:00,10,0,344,1,2,3440
"video",2014-02-15 18:46:00,16,8,621,6,2,9936
"video",2014-02-15 00:00:00,13,1,603,6,2,7839
"video",2014-02-14 03:19:00,13,0,530,5,2,6890
"photo",2014-02-14 03:07:00,2,0,211,5,2,422
"video",2014-02-13 14:25:00,6,6,327,4,2,1962
"video",2014-02-13 12:09:00,21,11,505,4,2,10605
"video",2014-02-13 06:53:00,6,0,424,4,2,2544
"video",2014-02-13 05:26:00,10,2,514,4,2,5140
"video",2014-02-12 11:54:00,17,0,412,3,2,7004
"video",2014-02-12 09:20:00,4,0,150,3,2,600
"video",2014-02-12 05:40:00,4,0,233,3,2,932
"video",2014-02-10 00:00:00,22,3,906,1,2,19932
"video",2014-02-08 00:00:00,26,2,800,6,2,20800
"video",2014-02-05 12:01:00,10,0,279,3,2,2790
"video",2014-02-03 05:07:00,18,6,715,1,2,12870
"video",2014-02-02 14:08:00,46,4,969,7,2,44574
"video",2014-02-01 11:02:00,23,11,489,6,2,11247
"video",2014-02-01 01:18:00,25,3,294,6,2,7350
"video",2014-01-31 09:02:00,31,0,437,5,1,13547
"photo",2014-01-30 08:30:00,8,0,219,4,1,1752
"video",2014-01-29 05:28:00,9,0,267,3,1,2403
"video",2014-01-28 05:22:00,12,2,321,2,1,3852
"video",2014-01-28 05:07:00,3,0,190,2,1,570
"video",2014-01-28 04:26:00,14,0,318,2,1,4452
"video",2014-01-28 03:23:00,17,1,246,2,1,4182
"video",2014-01-28 00:00:00,9,0,327,2,1,2943
"video",2014-01-28 00:00:00,6,0,417,2,1,2502
"video",2014-01-27 10:21:00,5,0,317,1,1,1585
"video",2014-01-26 23:53:00,11,0,340,7,1,3740
"video",2014-01-26 10:42:00,12,0,385,7,1,4620
"video",2014-01-26 10:14:00,5,0,543,7,1,2715
"video",2014-01-26 04:53:00,32,6,981,7,1,31392
"video",2014-01-26 01:47:00,5,0,308,7,1,1540
"video",2014-01-24 06:51:00,5,1,425,5,1,2125
"video",2014-01-21 23:26:00,9,0,542,2,1,4878
"video",2014-01-21 06:47:00,2,0,254,2,1,508
"video",2014-01-20 09:59:00,36,0,325,1,1,11700
"video",2014-01-20 09:37:00,9,0,287,1,1,2583
"video",2014-01-19 02:37:00,8,0,247,7,1,1976
"video",2014-01-14 00:00:00,7,0,273,2,1,1911
"video",2014-01-12 12:10:00,30,1,396,7,1,11880
"video",2014-01-12 08:16:00,2,0,241,7,1,482
"video",2014-01-12 06:24:00,1,0,204,7,1,204
"video",2014-01-12 06:22:00,6,1,199,7,1,1194
"photo",2014-01-12 00:49:00,0,0,6,7,1,0
"video",2014-01-11 23:52:00,10,2,421,6,1,4210
"video",2014-01-11 02:10:00,7,0,240,6,1,1680
"video",2014-01-11 00:00:00,18,1,479,6,1,8622
"video",2014-01-10 09:38:00,7,0,282,5,1,1974
"video",2014-01-10 07:34:00,1,2,107,5,1,107
"video",2014-01-10 07:25:00,5,0,258,5,1,1290
"video",2014-01-08 12:43:00,31,4,799,3,1,24769
"video",2014-01-08 10:08:00,9,3,157,3,1,1413
"video",2014-01-08 07:58:00,19,1,358,3,1,6802
"photo",2014-01-08 03:36:00,1,0,45,3,1,45
"video",2014-01-08 02:40:00,2,0,155,3,1,310
"video",2014-01-07 23:15:00,21,5,328,2,1,6888
"video",2014-01-06 13:15:00,6,0,271,1,1,1626
"video",2014-01-05 14:29:00,10,1,202,7,1,2020
"video",2014-01-05 13:42:00,7,1,249,7,1,1743
"video",2014-01-05 09:23:00,31,1,460,7,1,14260
"video",2013-12-31 23:38:00,0,0,100,2,12,0
"video",2013-12-31 23:37:00,2,1,101,2,12,202
"video",2013-12-31 11:36:00,7,0,258,2,12,1806
"video",2013-12-31 10:36:00,5,0,152,2,12,760
"photo",2013-12-31 04:16:00,3,0,87,2,12,261
"photo",2013-12-28 06:29:00,4,0,46,6,12,184
"photo",2013-12-27 07:12:00,0,0,63,5,12,0
"video",2013-12-26 23:29:00,3,1,271,4,12,813
"video",2013-12-26 10:06:00,5,2,126,4,12,630
"video",2013-12-25 23:52:00,6,0,175,3,12,1050
"video",2013-12-25 23:38:00,0,1,47,3,12,0
"photo",2013-12-25 07:48:00,0,0,42,3,12,0
"photo",2013-12-25 07:45:00,1,0,53,3,12,53
"photo",2013-12-24 09:12:00,1,1,100,2,12,100
"photo",2013-12-24 06:39:00,1,0,41,2,12,41
"photo",2013-12-24 06:38:00,0,0,34,2,12,0
"video",2013-12-22 02:32:00,4,0,238,7,12,952
"video",2013-12-22 00:50:00,3,1,223,7,12,669
"photo",2013-12-21 22:08:00,0,0,75,6,12,0
"photo",2013-12-20 23:53:00,1,0,101,5,12,101
"photo",2013-12-20 06:01:00,0,0,51,5,12,0
"photo",2013-12-19 09:54:00,3,0,77,4,12,231
"video",2013-12-19 01:22:00,12,1,1190,4,12,14280
"photo",2013-12-19 00:01:00,0,0,9,4,12,0
"photo",2013-12-18 09:36:00,3,0,134,3,12,402
"photo",2013-12-18 06:56:00,0,0,72,3,12,0
"video",2013-12-18 00:14:00,6,0,188,3,12,1128
"video",2013-12-17 03:27:00,2,0,221,2,12,442
"video",2013-12-16 10:07:00,3,0,221,1,12,663
"photo",2013-12-16 03:21:00,3,0,94,1,12,282
"video",2013-12-15 23:14:00,3,0,82,7,12,246
"photo",2013-12-15 09:11:00,8,0,216,7,12,1728
"video",2013-12-15 05:04:00,0,0,110,7,12,0
"video",2013-12-14 10:09:00,0,0,348,6,12,0
"video",2013-12-14 09:36:00,13,0,225,6,12,2925
"photo",2013-12-14 07:11:00,1,0,80,6,12,80
"photo",2013-12-13 08:10:00,6,0,91,5,12,546
"photo",2013-12-13 08:09:00,11,0,184,5,12,2024
"video",2013-12-13 06:41:00,0,0,562,5,12,0
"photo",2013-12-13 03:37:00,0,0,184,5,12,0
"photo",2013-12-12 04:08:00,2,0,190,4,12,380
"video",2013-12-10 08:33:00,23,2,360,2,12,8280
"video",2013-12-09 08:27:00,0,0,57,1,12,0
"photo",2013-12-07 07:45:00,4,0,102,6,12,408
"photo",2013-12-07 00:09:00,2,0,152,6,12,304
"photo",2013-12-05 22:44:00,14,0,263,4,12,3682
"video",2013-12-05 13:36:00,1,0,62,4,12,62
"video",2013-12-05 08:49:00,18,0,126,4,12,2268
"photo",2013-12-04 01:34:00,3,0,114,3,12,342
"photo",2013-12-03 07:58:00,9,0,187,2,12,1683
"photo",2013-12-03 05:51:00,7,0,58,2,12,406
"photo",2013-12-03 05:50:00,3,0,46,2,12,138
"photo",2013-11-30 03:18:00,4,0,183,6,11,732
"photo",2013-11-27 20:57:00,11,0,99,3,11,1089
"photo",2013-11-27 20:56:00,0,0,51,3,11,0
"photo",2013-11-25 06:24:00,6,0,92,1,11,552
"photo",2013-11-25 06:21:00,6,0,103,1,11,618
"photo",2013-11-25 01:22:00,9,0,326,1,11,2934
"photo",2013-11-20 09:56:00,2,0,113,3,11,226
"photo",2013-11-20 00:24:00,0,0,61,3,11,0
"photo",2013-11-20 00:16:00,3,0,76,3,11,228
"photo",2013-11-20 00:15:00,1,0,66,3,11,66
"video",2013-11-19 10:01:00,34,9,638,2,11,21692
"video",2013-11-19 00:02:00,0,0,154,2,11,0
"video",2013-11-18 23:53:00,9,3,95,1,11,855
"photo",2013-11-18 23:39:00,0,0,29,1,11,0
"photo",2013-11-18 23:22:00,2,1,71,1,11,142
"video",2013-11-18 02:28:00,6,0,813,1,11,4878
"video",2013-11-18 01:32:00,44,7,506,1,11,22264
"photo",2013-11-17 22:00:00,7,0,68,7,11,476
"video",2013-11-17 08:16:00,11,0,174,7,11,1914
"photo",2013-11-17 04:55:00,4,0,105,7,11,420
"photo",2013-11-17 04:44:00,11,0,179,7,11,1969
"video",2013-11-16 00:00:00,6,0,191,6,11,1146
"video",2013-11-15 22:45:00,3,1,203,5,11,609
"photo",2013-11-15 21:53:00,52,2,277,5,11,14404
"video",2013-11-15 20:59:00,2,0,62,5,11,124
"video",2013-11-15 05:41:00,6,0,200,5,11,1200
"photo",2013-11-14 10:47:00,30,0,339,4,11,10170
"video",2013-11-12 10:29:00,10,1,178,2,11,1780
"photo",2013-11-12 08:07:00,0,0,23,2,11,0
"video",2013-11-11 19:09:00,11,0,65,1,11,715
"video",2013-11-11 09:39:00,7,6,250,1,11,1750
"photo",2013-11-08 21:50:00,0,0,59,5,11,0
"video",2013-11-06 11:12:00,12,3,110,3,11,1320
"video",2013-11-06 10:37:00,13,2,147,3,11,1911
"photo",2013-11-06 06:26:00,6,0,62,3,11,372
"video",2013-11-05 09:46:00,53,3,686,2,11,36358
"video",2013-11-05 05:09:00,5,2,351,2,11,1755
"video",2013-11-05 01:29:00,12,1,215,2,11,2580
"video",2013-11-04 10:25:00,6,6,100,1,11,600
"video",2013-11-04 10:16:00,1,1,131,1,11,131
"video",2013-11-04 06:10:00,22,12,560,1,11,12320
"video",2013-11-03 02:51:00,9,16,374,7,11,3366
"video",2013-11-02 23:42:00,22,7,559,6,11,12298
"video",2013-11-02 10:32:00,6,5,169,6,11,1014
"video",2013-11-02 07:39:00,9,9,473,6,11,4257
"video",2013-11-02 07:37:00,2,4,58,6,11,116
"video",2013-11-02 07:35:00,4,9,164,6,11,656
"video",2013-11-02 05:51:00,24,21,614,6,11,14736
"video",2013-11-02 03:57:00,2,4,211,6,11,422
"video",2013-11-02 03:55:00,9,3,129,6,11,1161
"video",2013-11-02 03:55:00,5,9,155,6,11,775
"video",2013-11-02 03:53:00,14,19,438,6,11,6132
"video",2013-11-01 23:55:00,20,24,304,5,11,6080
"video",2013-11-01 23:44:00,2,10,116,5,11,232
"video",2013-11-01 08:39:00,1,2,135,5,11,135
"photo",2013-11-01 01:06:00,9,0,115,5,11,1035
"photo",2013-10-31 06:39:00,3,0,128,4,10,384
"photo",2013-10-30 11:20:00,3,0,128,3,10,384
"photo",2013-10-29 08:07:00,4,4,55,2,10,220
"photo",2013-10-26 21:14:00,1,0,109,6,10,109
"photo",2013-10-26 07:09:00,0,0,58,6,10,0
"photo",2013-10-26 05:28:00,0,0,83,6,10,0
"photo",2013-10-26 05:27:00,6,0,164,6,10,984
"video",2013-10-26 00:14:00,9,0,210,6,10,1890
"video",2013-10-25 03:24:00,17,5,133,5,10,2261
"video",2013-10-24 12:36:00,6,6,91,4,10,546
"video",2013-10-24 10:13:00,13,0,226,4,10,2938
"video",2013-10-24 09:56:00,3,0,50,4,10,150
"video",2013-10-24 07:32:00,0,0,243,4,10,0
"video",2013-10-23 14:33:00,15,0,113,3,10,1695
"video",2013-10-23 11:49:00,5,5,243,3,10,1215
"video",2013-10-23 11:45:00,1,1,141,3,10,141
"video",2013-10-23 10:32:00,0,5,130,3,10,0
"video",2013-10-22 10:28:00,2,4,65,2,10,130
"photo",2013-10-21 02:28:00,3,0,3,1,10,9
"photo",2013-10-20 02:48:00,3,0,75,7,10,225
"video",2013-10-19 03:42:00,0,1,45,6,10,0
"video",2013-10-18 11:46:00,14,4,177,5,10,2478
"photo",2013-10-18 07:08:00,1,0,45,5,10,45
"photo",2013-10-18 03:05:00,8,0,93,5,10,744
"video",2013-10-18 02:00:00,0,2,73,5,10,0
"photo",2013-10-18 00:15:00,5,0,82,5,10,410
"video",2013-10-17 21:39:00,17,1,89,4,10,1513
"video",2013-10-17 09:29:00,5,3,52,4,10,260
"video",2013-10-17 09:22:00,5,3,52,4,10,260
"photo",2013-10-17 01:41:00,1,0,32,4,10,32
"photo",2013-10-17 01:14:00,18,0,140,4,10,2520
"photo",2013-10-16 23:32:00,5,0,113,3,10,565
"video",2013-10-16 12:09:00,86,3,1201,3,10,103286
"video",2013-10-16 11:41:00,22,4,1145,3,10,25190
"video",2013-10-16 11:36:00,5,5,107,3,10,535
"photo",2013-10-16 11:14:00,5,0,27,3,10,135
"photo",2013-10-16 10:16:00,9,0,101,3,10,909
"video",2013-10-15 21:01:00,8,3,160,2,10,1280
"video",2013-10-13 07:40:00,20,2,197,7,10,3940
"photo",2013-10-13 06:30:00,3,0,70,7,10,210
"video",2013-10-13 02:20:00,11,1,88,7,10,968
"photo",2013-10-13 01:49:00,1,0,22,7,10,22
"video",2013-10-12 10:21:00,5,0,265,6,10,1325
"photo",2013-10-11 20:57:00,4,7,73,5,10,292
"photo",2013-10-11 08:23:00,2,0,211,5,10,422
"video",2013-10-11 06:03:00,9,0,165,5,10,1485
"video",2013-10-11 01:47:00,6,1,190,5,10,1140
"video",2013-10-11 00:00:00,1,0,83,5,10,83
"photo",2013-10-10 10:25:00,1,0,51,4,10,51
"video",2013-10-10 08:49:00,15,14,386,4,10,5790
"video",2013-10-10 00:00:00,14,0,135,4,10,1890
"video",2013-10-09 22:38:00,35,2,273,3,10,9555
"video",2013-10-09 12:43:00,25,4,87,3,10,2175
"video",2013-10-09 00:40:00,30,2,240,3,10,7200
"photo",2013-10-08 07:26:00,1,0,47,2,10,47
"video",2013-10-07 10:35:00,7,16,23,1,10,161
"photo",2013-10-05 00:03:00,4,0,84,6,10,336
"photo",2013-10-03 12:48:00,0,0,18,4,10,0
"photo",2013-10-02 01:27:00,5,0,59,3,10,295
"photo",2013-09-29 01:15:00,0,0,44,7,9,0
"photo",2013-09-28 21:51:00,0,0,28,6,9,0
"photo",2013-09-28 21:48:00,1,0,30,6,9,30
"photo",2013-09-25 09:05:00,2,0,39,3,9,78
"photo",2013-09-25 03:29:00,0,1,17,3,9,0
"photo",2013-09-24 07:16:00,15,1,74,2,9,1110
"photo",2013-09-22 09:21:00,6,0,68,7,9,408
"photo",2013-09-17 00:59:00,2,10,65,2,9,130
"photo",2013-09-12 04:12:00,2,0,52,4,9,104
"photo",2013-09-12 02:34:00,8,0,78,4,9,624
"photo",2013-09-12 01:34:00,3,0,28,4,9,84
"photo",2013-09-11 21:38:00,5,0,63,3,9,315
"photo",2013-09-11 03:42:00,24,0,19,3,9,456
"photo",2013-09-11 03:34:00,22,0,21,3,9,462
"photo",2013-09-11 02:56:00,12,0,77,3,9,924
"video",2013-09-11 02:05:00,3,1,137,3,9,411
"photo",2013-09-11 00:12:00,16,1,537,3,9,8592
"photo",2013-09-10 23:42:00,5,1,57,2,9,285
"video",2013-09-10 04:07:00,11,0,144,2,9,1584
"photo",2013-09-09 10:13:00,1,0,13,1,9,13
"photo",2013-09-09 10:12:00,0,0,10,1,9,0
"video",2013-09-04 22:31:00,5,0,108,3,9,540
"photo",2013-09-03 02:57:00,0,0,49,2,9,0
"photo",2013-09-01 05:26:00,0,0,1,7,9,0
"photo",2013-08-28 02:04:00,1,0,29,3,8,29
"photo",2013-08-25 22:20:00,2,2,24,7,8,48
"photo",2013-08-10 23:20:00,17,0,156,6,8,2652
"photo",2013-08-06 12:17:00,1,0,56,2,8,56
"photo",2013-08-04 13:57:00,1,0,34,7,8,34
"photo",2013-08-01 00:48:00,1,0,16,4,8,16
"photo",2013-08-01 00:45:00,1,0,25,4,8,25
"photo",2013-07-31 11:15:00,4,1,38,3,7,152
"photo",2013-07-31 10:27:00,5,0,45,3,7,225
"photo",2013-07-31 04:52:00,2,0,74,3,7,148
"photo",2013-07-31 04:51:00,0,0,8,3,7,0
"photo",2013-07-30 21:20:00,0,0,2,2,7,0
"photo",2013-07-29 07:10:00,8,0,131,1,7,1048
"photo",2013-07-29 06:27:00,3,0,32,1,7,96
"photo",2013-07-29 06:24:00,1,1,14,1,7,14
"photo",2013-07-29 06:23:00,10,4,90,1,7,900
"photo",2013-07-24 21:55:00,2,0,122,3,7,244
"photo",2013-07-24 12:10:00,0,0,5,3,7,0
"photo",2013-07-24 07:12:00,5,1,97,3,7,485
"photo",2013-07-24 01:22:00,1,0,31,3,7,31
"photo",2013-07-24 00:56:00,4,0,80,3,7,320
"photo",2013-07-24 00:52:00,1,1,51,3,7,51
"photo",2013-07-24 00:50:00,0,0,38,3,7,0
"photo",2013-07-24 00:31:00,5,0,102,3,7,510
"photo",2013-07-20 09:25:00,10,1,92,6,7,920
"photo",2013-07-20 09:18:00,4,0,54,6,7,216
"photo",2013-07-20 09:13:00,4,0,44,6,7,176
"photo",2013-07-19 01:20:00,5,1,78,5,7,390
"photo",2013-07-18 23:20:00,10,1,66,4,7,660
"photo",2013-07-18 22:58:00,6,2,54,4,7,324
"photo",2013-07-18 11:53:00,0,0,25,4,7,0
"photo",2013-07-18 07:39:00,5,1,74,4,7,370
"photo",2013-07-18 07:34:00,7,1,79,4,7,553
"photo",2013-07-15 02:23:00,3,1,104,1,7,312
"photo",2013-07-08 00:07:00,7,0,38,1,7,266
"photo",2013-07-06 02:40:00,6,0,17,6,7,102
"photo",2013-07-05 09:29:00,8,0,75,5,7,600
"photo",2013-07-02 13:06:00,3,0,52,2,7,156
"photo",2013-07-02 02:41:00,0,5,38,2,7,0
"photo",2013-06-29 22:40:00,5,0,58,6,6,290
"photo",2013-06-29 10:48:00,1,2,12,6,6,12
"photo",2013-06-29 00:00:00,0,2,4,6,6,0
"photo",2013-06-28 04:28:00,4,0,28,5,6,112
"photo",2013-06-25 22:33:00,0,1,4,2,6,0
"photo",2013-06-25 03:09:00,0,0,51,2,6,0
"photo",2013-06-25 00:12:00,1,0,18,2,6,18
"photo",2013-06-23 03:18:00,0,0,45,7,6,0
"photo",2013-06-23 02:02:00,0,0,14,7,6,0
"photo",2013-06-21 22:56:00,1,0,54,5,6,54
"photo",2013-06-20 23:27:00,4,0,65,4,6,260
"photo",2013-06-20 03:33:00,0,0,73,4,6,0
"photo",2013-06-19 22:44:00,3,0,43,3,6,129
"photo",2013-06-17 00:06:00,4,1,28,1,6,112
"photo",2013-06-16 23:45:00,1,0,22,7,6,22
"photo",2013-06-16 07:46:00,3,0,39,7,6,117
"photo",2013-06-15 06:43:00,8,0,62,6,6,496
"photo",2013-06-15 03:59:00,2,0,20,6,6,40
"photo",2013-06-15 03:57:00,0,0,17,6,6,0
"photo",2013-06-15 02:44:00,7,0,49,6,6,343
"photo",2013-06-15 01:55:00,7,0,62,6,6,434
"photo",2013-06-15 01:42:00,2,0,43,6,6,86
"photo",2013-06-14 13:55:00,1,0,30,5,6,30
"photo",2013-06-14 09:53:00,0,0,28,5,6,0
"photo",2013-06-14 08:05:00,2,2,49,5,6,98
"photo",2013-06-13 08:41:00,6,0,67,4,6,402
"photo",2013-06-13 03:26:00,1,0,20,4,6,20
"photo",2013-06-13 01:13:00,5,0,81,4,6,405
"photo",2013-06-11 23:17:00,6,1,58,2,6,348
"photo",2013-06-11 09:22:00,5,0,13,2,6,65
"photo",2013-06-09 08:15:00,0,0,47,7,6,0
"photo",2013-06-09 00:00:00,0,2,7,7,6,0
"photo",2013-06-08 06:52:00,2,1,62,6,6,124
"photo",2013-06-08 06:44:00,6,0,84,6,6,504
"photo",2013-06-07 02:39:00,2,0,23,5,6,46
"photo",2013-06-07 01:13:00,4,0,19,5,6,76
"photo",2013-06-03 07:08:00,0,1,13,1,6,0
"photo",2013-06-02 17:03:00,1,1,8,7,6,8
"photo",2013-06-02 11:00:00,1,0,35,7,6,35
"photo",2013-06-02 03:47:00,0,0,37,7,6,0
"photo",2013-06-01 00:07:00,10,0,73,6,6,730
"photo",2013-05-31 20:55:00,9,0,114,5,5,1026
"photo",2013-05-30 23:43:00,6,0,69,4,5,414
"photo",2013-05-30 18:35:00,0,0,43,4,5,0
"photo",2013-05-30 18:34:00,3,0,106,4,5,318
"photo",2013-05-29 08:18:00,2,0,69,3,5,138
"photo",2013-05-29 08:17:00,2,0,65,3,5,130
"photo",2013-05-28 03:15:00,0,0,52,2,5,0
"photo",2013-05-28 03:13:00,1,0,79,2,5,79
"photo",2013-05-28 03:13:00,1,0,49,2,5,49
"photo",2013-05-25 23:32:00,0,0,31,6,5,0
"photo",2013-05-20 11:34:00,0,2,7,1,5,0
"photo",2013-05-19 21:29:00,0,2,6,7,5,0
"photo",2013-05-19 15:47:00,0,0,7,7,5,0
"photo",2013-05-19 15:46:00,1,1,5,7,5,5
"photo",2013-05-19 05:23:00,1,0,18,7,5,18
"photo",2013-05-19 04:57:00,0,7,32,7,5,0
"photo",2013-05-18 11:40:00,1,0,33,6,5,33
"photo",2013-05-16 11:29:00,0,0,97,4,5,0
"photo",2013-05-15 07:57:00,16,0,102,3,5,1632
"photo",2013-05-14 01:31:00,10,0,38,2,5,380
"photo",2013-05-12 05:16:00,2,0,16,7,5,32
"photo",2013-05-09 00:00:00,1,2,3,4,5,3
"photo",2013-05-07 22:31:00,0,5,27,2,5,0
"photo",2013-05-07 22:00:00,4,35,78,2,5,312
"photo",2013-05-05 05:20:00,0,0,29,7,5,0
"photo",2013-05-02 02:02:00,9,0,66,4,5,594
"photo",2013-05-02 00:30:00,16,0,78,4,5,1248
"photo",2013-04-27 13:02:00,9,1,57,6,4,513
"photo",2013-04-27 08:20:00,4,0,19,6,4,76
"photo",2013-04-27 08:01:00,14,0,82,6,4,1148
"photo",2013-04-27 06:02:00,4,1,5,6,4,20
"photo",2013-04-25 05:01:00,5,0,52,4,4,260
"photo",2013-04-24 23:52:00,14,0,45,3,4,630
"status",2013-04-24 01:23:00,19,11,41,3,4,779
"photo",2013-04-23 08:16:00,10,0,55,2,4,550
"photo",2013-04-23 04:05:00,1,0,40,2,4,40
"photo",2013-04-23 00:52:00,4,0,48,2,4,192
"photo",2013-04-22 23:46:00,7,0,53,1,4,371
"photo",2013-04-22 11:55:00,0,0,5,1,4,0
"photo",2013-04-22 10:41:00,0,0,0,1,4,0
"photo",2013-04-22 10:16:00,6,0,74,1,4,444
"photo",2013-04-22 00:00:00,1,2,7,1,4,7
"photo",2013-04-19 03:04:00,214,0,96,5,4,20544
"photo",2013-04-16 01:16:00,2,0,43,2,4,86
